address,area,bedrooms,city,postal_code,posting_date,price,property_type,rooms,sale_date,title,url,year_built
Eengezinswoning - bouwnr. 59 (Bouwnr. 59),,,Hazerswoude,2391 ET,,329500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750926-eengezinswoning-bouwnr-59-bouwnr-59/,2019
Eengezinswoning - bouwnr. 84 (Bouwnr. 84),,,Hazerswoude,2391 ET,,315000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750927-eengezinswoning-bouwnr-84-bouwnr-84/,2019
Julianastraat 10 A5,,,Alphen-aan-den-Rijn,2405 CH,,210000,apartment,1,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40685331-julianastraat-10-a5/,1906
Bouwnummer (Bouwnr. 17),,,Alphen-aan-den-Rijn,2405 BV,,342500,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40637696-bouwnummer-bouwnr-17/,2019
Bouwnummer (Bouwnr. 18),,,Alphen-aan-den-Rijn,2405 BV,,347500,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40637697-bouwnummer-bouwnr-18/,2019
Bouwnummer (Bouwnr. 19),,,Alphen-aan-den-Rijn,2405 BV,,499000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40637698-bouwnummer-bouwnr-19/,2019
Kopenhagensingel 19,,,Alphen-aan-den-Rijn,2408 EJ,,189500,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86902635-kopenhagensingel-19/,1991
Geschakelde Villa Semi-Bungalow type B (Bouwnr. 69),,,Alphen-aan-den-Rijn,2408 LJ,,445000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40711297-geschakelde-villa-semi-bungalow-type-b-bouwnr-69/,2019
Geschakelde Villa Semi-Bungalow type B (Bouwnr. 72),,,Alphen-aan-den-Rijn,2408 LJ,,445000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40711298-geschakelde-villa-semi-bungalow-type-b-bouwnr-72/,2019
Geschakelde Villa Semi-Bungalow type B (Bouwnr. 73),,,Alphen-aan-den-Rijn,2408 LJ,,445000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40711299-geschakelde-villa-semi-bungalow-type-b-bouwnr-73/,2019
Geschakelde Villa Vrijstaand type A0 (Bouwnr. 75),,,Alphen-aan-den-Rijn,2408 LJ,,589000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40711292-geschakelde-villa-vrijstaand-type-a0-bouwnr-75/,2019
Geschakelde Villa Vrijstaand type A0 (Bouwnr. 76),,,Alphen-aan-den-Rijn,2408 LJ,,589000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40711203-geschakelde-villa-vrijstaand-type-a0-bouwnr-76/,2019
Buitengaats (Bouwnr. 18),,,Alphen-aan-den-Rijn,2404 AA,,292000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40612153-buitengaats-bouwnr-18/,2019
Buitengaats (Bouwnr. 24),,,Alphen-aan-den-Rijn,2404 AA,,299000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40612154-buitengaats-bouwnr-24/,2019
Buitengaats (Bouwnr. 30),,,Alphen-aan-den-Rijn,2404 AA,,345000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40612155-buitengaats-bouwnr-30/,2019
Stuifzwam 58,,,Alphen-aan-den-Rijn,2403 HL,,139500,apartment,2,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86189306-stuifzwam-58/,1979
Fazantstraat 56,,,Alphen-aan-den-Rijn,2406 VL,,169000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86215320-fazantstraat-56/,1963
Preludeweg 650,,,Alphen-aan-den-Rijn,2402 HW,,165000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86221903-preludeweg-650/,1972
Kloppend Hart appartementen (Bouwnr. 37),,,Alphen-aan-den-Rijn,2408 LJ,,359000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40885406-kloppend-hart-appartementen-bouwnr-37/,2019
Kloppend Hart appartementen (Bouwnr. 18),,,Alphen-aan-den-Rijn,2408 LJ,,325000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40885407-kloppend-hart-appartementen-bouwnr-18/,2019
Kloppend Hart appartementen (Bouwnr. 38),,,Alphen-aan-den-Rijn,2408 LJ,,325000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40885408-kloppend-hart-appartementen-bouwnr-38/,2019
Frederik Hendrikstraat 102,,,Alphen-aan-den-Rijn,2405 EV,,145000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86247023-frederik-hendrikstraat-102/,1963
Argostraat 98,,,Alphen-aan-den-Rijn,2402 CA,,155000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86261054-argostraat-98/,1969
Geschakelde Villa type C (Bouwnr. 62),,,Alphen-aan-den-Rijn,2408 LJ,,595000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40711290-geschakelde-villa-type-c-bouwnr-62/,2019
Geschakelde Villa type C (Bouwnr. 70),,,Alphen-aan-den-Rijn,2408 LJ,,595000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40711291-geschakelde-villa-type-c-bouwnr-70/,2019
Kloostertuinen Fase 2 (Bouwnr. 85),,,Alphen-aan-den-Rijn,2408 AA,,429000,house,7,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40662006-kloostertuinen-fase-2-bouwnr-85/,2019
Kloostertuinen Fase 2 (Bouwnr. 86),,,Alphen-aan-den-Rijn,2408 AA,,479000,house,7,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40662007-kloostertuinen-fase-2-bouwnr-86/,2019
Kloostertuinen Fase 2 (Bouwnr. 93),,,Alphen-aan-den-Rijn,2408 AA,,433000,house,7,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40662008-kloostertuinen-fase-2-bouwnr-93/,2019
Weids (Bouwnr. 73),,,Hazerswoude,2391 EM,,389500,house,3,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40751554-weids-bouwnr-73/,2019
Weids (Bouwnr. 74),,,Hazerswoude,2391 EM,,389500,house,3,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40751555-weids-bouwnr-74/,2019
Weids (Bouwnr. 76),,,Hazerswoude,2391 EM,,392500,house,3,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40751556-weids-bouwnr-76/,2019
Weids (Bouwnr. 71),,,Hazerswoude,2391 EM,,352500,house,3,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40751557-weids-bouwnr-71/,2019
Weids (Bouwnr. 72),,,Hazerswoude,2391 EM,,349500,house,3,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40751558-weids-bouwnr-72/,2019
Weids (Bouwnr. 75),,,Hazerswoude,2391 EM,,349500,house,3,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40751559-weids-bouwnr-75/,2019
Pakhuis Appartement (Bouwnr. 8),,,Hazerswoude,2394 AD,,405970,apartment,4,,,https://www.funda.nl/koop/hazerswoude-rijndijk/appartement-49114274-pakhuis-appartement-bouwnr-8/,2017
Pakhuis Appartement (Bouwnr. 9),,,Hazerswoude,2394 AD,,335230,apartment,4,,,https://www.funda.nl/koop/hazerswoude-rijndijk/appartement-49114275-pakhuis-appartement-bouwnr-9/,2017
Zonnedauw 23,,,Boskoop,2771 RL,,225000,house,5,,,https://www.funda.nl/koop/boskoop/huis-86194391-zonnedauw-23/,1979
Klepperman 110,,,Alphen-aan-den-Rijn,2401 GL,,250000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86246842-klepperman-110/,1983
Kloppend Hart Penthouse (Bouwnr. 20),,,Alphen-aan-den-Rijn,2408 LJ,,598000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40885460-kloppend-hart-penthouse-bouwnr-20/,2019
Kloppend Hart Penthouse (Bouwnr. 39),,,Alphen-aan-den-Rijn,2408 LJ,,598000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40885461-kloppend-hart-penthouse-bouwnr-39/,2019
Kloppend Hart Penthouse (Bouwnr. 40),,,Alphen-aan-den-Rijn,2408 LJ,,598000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40885462-kloppend-hart-penthouse-bouwnr-40/,2019
Bouwnummer (Bouwnr. 23),,,Alphen-aan-den-Rijn,2405 BV,,399000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40637691-bouwnummer-bouwnr-23/,2019
Bouwnummer (Bouwnr. 20),,,Alphen-aan-den-Rijn,2405 BV,,410000,house,8,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40637699-bouwnummer-bouwnr-20/,2019
Bouwnummer (Bouwnr. 21),,,Alphen-aan-den-Rijn,2405 BV,,420000,house,8,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40637690-bouwnummer-bouwnr-21/,2019
Marsdiep 62,,,Alphen-aan-den-Rijn,2401 XJ,,175000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86256436-marsdiep-62/,1973
Bouwnummer (Bouwnr. 13),,,Alphen-aan-den-Rijn,2406 BZ,,470000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40680719-bouwnummer-bouwnr-13/,2019
Bouwnummer (Bouwnr. 16),,,Alphen-aan-den-Rijn,2406 BZ,,455000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40680710-bouwnummer-bouwnr-16/,2019
Bouwnummer (Bouwnr. 41),,,Alphen-aan-den-Rijn,2406 BZ,,440000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40680711-bouwnummer-bouwnr-41/,2019
Weids (Bouwnr. 34),,,Hazerswoude,2391 EM,,475000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750588-weids-bouwnr-34/,2019
Weids (Bouwnr. 35),,,Hazerswoude,2391 EM,,472500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750589-weids-bouwnr-35/,2019
Weids (Bouwnr. 36),,,Hazerswoude,2391 EM,,485000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750580-weids-bouwnr-36/,2019
Weids (Bouwnr. 37),,,Hazerswoude,2391 EM,,485000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750581-weids-bouwnr-37/,2019
Weids (Bouwnr. 40),,,Hazerswoude,2391 EM,,449500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750593-weids-bouwnr-40/,2019
Weids (Bouwnr. 60),,,Hazerswoude,2391 EM,,319500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750792-weids-bouwnr-60/,2019
Weids (Bouwnr. 83),,,Hazerswoude,2391 EM,,329500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750703-weids-bouwnr-83/,2019
Weids (Bouwnr. 39),,,Hazerswoude,2391 EM,,449500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750582-weids-bouwnr-39/,2019
Weids (Bouwnr. 86),,,Hazerswoude,2391 EM,,312500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750704-weids-bouwnr-86/,2019
Weids (Bouwnr. 42),,,Hazerswoude,2391 EM,,299500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40751545-weids-bouwnr-42/,2019
Weids (Bouwnr. 50),,,Hazerswoude,2391 EM,,297500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40751546-weids-bouwnr-50/,2019
Weids (Bouwnr. 85),,,Hazerswoude,2391 EM,,289500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40751548-weids-bouwnr-85/,2019
Weids (Bouwnr. 51),,,Hazerswoude,2391 EM,,320000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40751540-weids-bouwnr-51/,2019
Weids (Bouwnr. 59),,,Hazerswoude,2391 EM,,329500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40751541-weids-bouwnr-59/,2019
Weids (Bouwnr. 84),,,Hazerswoude,2391 EM,,315000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40751542-weids-bouwnr-84/,2019
Saffierstraat 141,,,Alphen-aan-den-Rijn,2403 XP,,149500,apartment,2,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86227341-saffierstraat-141/,1976
Fazantstraat 58,,,Alphen-aan-den-Rijn,2406 VL,,147500,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86248180-fazantstraat-58/,1963
Bouwnummer (Bouwnr. 29),,,Alphen-aan-den-Rijn,2406 BZ,,385000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40680747-bouwnummer-bouwnr-29/,2019
Bouwnummer (Bouwnr. 42),,,Alphen-aan-den-Rijn,2406 BZ,,450000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40680748-bouwnummer-bouwnr-42/,2019
Bouwnummer (Bouwnr. 43),,,Alphen-aan-den-Rijn,2406 BZ,,500000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40680749-bouwnummer-bouwnr-43/,2019
Doornenburg 148,,,Alphen-aan-den-Rijn,2402 KH,,260000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86220448-doornenburg-148/,1979
Rozenstraat 5,,,Alphen-aan-den-Rijn,2406 BJ,,225000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86228370-rozenstraat-5/,1930
Van Eeghenstraat 8,,,Alphen-aan-den-Rijn,2406 TK,,189000,house,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86245224-van-eeghenstraat-8/,1930
Dorpsstraat 50,,,Benthuizen,2731 AR,,175000,house,5,,,https://www.funda.nl/koop/benthuizen/huis-86252734-dorpsstraat-50/,1970
Walenburg 68 72,,,Alphen-aan-den-Rijn,2402 KB,,180000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86249476-walenburg-68-72/,1979
Gouwsluisseweg 68 a,,,Alphen-aan-den-Rijn,2405 XS,,695000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40751152-gouwsluisseweg-68-a/,1996
Doornenburg 86,,,Alphen-aan-den-Rijn,2402 KE,,275000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86215625-doornenburg-86/,1979
Maarten Bogaardhof 26,,,Aarlanderveen,2445 BE,,450000,house,4,,,https://www.funda.nl/koop/aarlanderveen/huis-48090636-maarten-bogaardhof-26/,2003
Westkanaalweg 16,,,Alphen-aan-den-Rijn,2403 NA,,549000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-49120513-westkanaalweg-16/,1896
Rijndijk 216,,,Hazerswoude,2394 AM,,575000,house,7,,,https://www.funda.nl/koop/hazerswoude-rijndijk/huis-49146832-rijndijk-216/,1906
Steekterweg 132 a+d,,,Alphen-aan-den-Rijn,2407 BJ,,500000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86941442-steekterweg-132-a-d/,1928
Binkhorst 99,,,Alphen-aan-den-Rijn,2402 ME,,239000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40657725-binkhorst-99/,1985
Gruttoplein 8,,,Boskoop,2771 SE,,209000,house,5,,,https://www.funda.nl/koop/boskoop/huis-40693154-gruttoplein-8/,1971
Raadwijkstraat 2,,,Alphen-aan-den-Rijn,2405 GS,,225000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86197970-raadwijkstraat-2/,1925
Pijlkruid 69,,,Alphen-aan-den-Rijn,2408 LJ,,595000,house,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86212151-pijlkruid-69/,2014
Groenestein 34,,,Alphen-aan-den-Rijn,2403 JP,,235000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40455117-groenestein-34/,1978
Polderpeil 312,,,Alphen-aan-den-Rijn,2408 SE,,345000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40460097-polderpeil-312/,1999
Dorpsstraat 37,,,Benthuizen,2731 AL,,449500,house,5,,,https://www.funda.nl/koop/benthuizen/huis-40541201-dorpsstraat-37/,1978
Hoogewaard 67,,,Koudekerk-aan-den-Rijn,2396 AE,,209000,house,4,,,https://www.funda.nl/koop/koudekerk-aan-den-rijn/huis-40732983-hoogewaard-67/,1923
Burgemeester Colijnstraat 163,,,Boskoop,2771 GL,,225000,house,3,,,https://www.funda.nl/koop/boskoop/huis-40851257-burgemeester-colijnstraat-163/,1910
Groenoord 432,,,Alphen-aan-den-Rijn,2401 AP,,415000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40861297-groenoord-432/,1974
Landlustweg 21,,,Alphen-aan-den-Rijn,2401 LR,,460000,house,8,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40870615-landlustweg-21/,1620
Lupinesingel 338,,,Alphen-aan-den-Rijn,2403 CW,,139000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-49286555-lupinesingel-338/,1974
Voorstraat 8,,,Alphen-aan-den-Rijn,2405 GX,,175000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-85716991-voorstraat-8/,1918
Zijde 312,,,Boskoop,2771 EX,,219000,house,4,,,https://www.funda.nl/koop/boskoop/huis-86174423-zijde-312/,1920
Bremstraat 36,,,Alphen-aan-den-Rijn,2403 EM,,275000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86214472-bremstraat-36/,1968
Eendenkooi 14,,,Alphen-aan-den-Rijn,2408 SL,,265000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86273273-eendenkooi-14/,2006
Korenmolen 86,,,Alphen-aan-den-Rijn,2406 KD,,289000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86126787-korenmolen-86/,1989
Nieuwstraat 124,,,Boskoop,2771 XE,,375000,house,4,,,https://www.funda.nl/koop/boskoop/huis-86225480-nieuwstraat-124/,1911
Bartokhof 6,,,Alphen-aan-den-Rijn,2402 GE,,250000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86220665-bartokhof-6/,1970
Burgemeester Colijnstraat 67,,,Boskoop,2771 GG,,194000,apartment,2,,,https://www.funda.nl/koop/boskoop/appartement-86859094-burgemeester-colijnstraat-67/,1987
Steekterweg 130 b,,,Alphen-aan-den-Rijn,2407 BJ,,319995,house,8,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86034033-steekterweg-130-b/,1924
Berkenweg 27,,,Boskoop,2771 VR,,215000,house,5,,,https://www.funda.nl/koop/boskoop/huis-40718105-berkenweg-27/,1935
Nieuwstraat 62,,,Boskoop,2771 XD,,149000,house,3,,,https://www.funda.nl/koop/boskoop/huis-40676226-nieuwstraat-62/,1912
Castellumstraat 5,,,Alphen-aan-den-Rijn,2405 CB,,367500,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40438503-castellumstraat-5/,1990
Sportlaan 12,,,Benthuizen,2731 CC,,325000,house,5,,,https://www.funda.nl/koop/benthuizen/huis-86266914-sportlaan-12/,1972
Ortolaanstraat 55,,,Alphen-aan-den-Rijn,2406 DX,,255000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40670009-ortolaanstraat-55/,2005
Witte de Withstraat 55,,,Alphen-aan-den-Rijn,2405 VC,,185000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86244162-witte-de-withstraat-55/,1945
Kruiskruid 16,,,Boskoop,2771 RA,,245000,house,6,,,https://www.funda.nl/koop/boskoop/huis-40549725-kruiskruid-16/,1975
Emmalaan 122,,,Alphen-aan-den-Rijn,2405 GE,,200000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40667546-emmalaan-122/,1938
Edelsteensingel 41,,,Alphen-aan-den-Rijn,2403 AB,,300000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40629430-edelsteensingel-41/,1969
Jan Lievenslaan 25,,,Hazerswoude,2391 GW,,225000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40718241-jan-lievenslaan-25/,1977
Molenstraat 4,,,Zwammerdam,2471 AB,,218000,house,3,,,https://www.funda.nl/koop/zwammerdam/huis-40865770-molenstraat-4/,1912
Marnixstraat 3,,,Alphen-aan-den-Rijn,2406 VP,,395000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40868931-marnixstraat-3/,1960
Sperwerstraat 7,,,Alphen-aan-den-Rijn,2406 VE,,195000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40869807-sperwerstraat-7/,1963
Diepenbrockstraat 24,,,Hazerswoude,2394 GW,,219000,house,3,,,https://www.funda.nl/koop/hazerswoude-rijndijk/huis-40878119-diepenbrockstraat-24/,2005
Laan der Continenten 72,,,Alphen-aan-den-Rijn,2404 WC,,389000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40656183-laan-der-continenten-72/,2001
Poortwachter 120,,,Alphen-aan-den-Rijn,2401 KW,,175000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40696300-poortwachter-120/,1987
Wagenmaker 171,,,Alphen-aan-den-Rijn,2401 GD,,162000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40868006-wagenmaker-171/,1985
Jeltje de Bosch Kemperstraat 83,,,Alphen-aan-den-Rijn,2401 KC,,277000,house,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40458321-jeltje-de-bosch-kemperstraat-83/,1987
Voorweg 66,,,Hazerswoude,2391 AE,,250000,house,3,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40692225-voorweg-66/,1906
Zwanebloem 2,,,Alphen-aan-den-Rijn,2408 LT,,399000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40852067-zwanebloem-2/,2011
Barnsteenstraat 40,,,Alphen-aan-den-Rijn,2403 BZ,,335000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40885932-barnsteenstraat-40/,1975
Weidedreef 9,,,Koudekerk-aan-den-Rijn,2396 JA,,695000,house,8,,,https://www.funda.nl/koop/koudekerk-aan-den-rijn/huis-40650703-weidedreef-9/,1978
Gouwsluisseweg 22,,,Alphen-aan-den-Rijn,2405 XS,,425000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40625356-gouwsluisseweg-22/,1936
Doornenburg 8,,,Alphen-aan-den-Rijn,2402 KD,,500000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40854157-doornenburg-8/,1978
Rijndijk 41 a,,,Hazerswoude,2394 AC,,515000,house,10,,,https://www.funda.nl/koop/hazerswoude-rijndijk/huis-40559178-rijndijk-41-a/,1906
Croesinck 52,,,Benthuizen,2731 GV,,250000,house,5,,,https://www.funda.nl/koop/benthuizen/huis-40671797-croesinck-52/,1992
Weidedreef 9,,,Koudekerk-aan-den-Rijn,2396 JA,,695000,house,7,,,https://www.funda.nl/koop/koudekerk-aan-den-rijn/huis-49302004-weidedreef-9/,1978
Prins Bernhardstraat 69 A,,,Benthuizen,2731 BE,,495000,house,9,,,https://www.funda.nl/koop/benthuizen/huis-40430105-prins-bernhardstraat-69-a/,1989
Jeltje de Bosch Kemperstraat 69,,,Alphen-aan-den-Rijn,2401 KC,,299000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86269537-jeltje-de-bosch-kemperstraat-69/,1985
Raadwijkstraat 7,,,Alphen-aan-den-Rijn,2405 GR,,175000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86262457-raadwijkstraat-7/,1925
Vliestroom 93 A,,,Alphen-aan-den-Rijn,2401 VC,,125000,apartment,2,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40875415-vliestroom-93-a/,1973
Ingeland 16,,,Alphen-aan-den-Rijn,2408 RC,,349500,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86234729-ingeland-16/,1996
Lagewaard 61,,,Koudekerk-aan-den-Rijn,2396 AX,,389000,house,6,,,https://www.funda.nl/koop/koudekerk-aan-den-rijn/huis-40862895-lagewaard-61/,1886
Mandenvlechter 23,,,Alphen-aan-den-Rijn,2401 JK,,219000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86258167-mandenvlechter-23/,1985
Twee onder een kapwoning - bouwnr. 48 (Bouwnr. 48),,,Hazerswoude,2391 ET,,445000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750981-twee-onder-een-kapwoning-bouwnr-48-bouwnr-48/,2019
Twee onder een kapwoning - bouwnr. 79 (Bouwnr. 79),,,Hazerswoude,2391 ET,,435000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750998-twee-onder-een-kapwoning-bouwnr-79-bouwnr-79/,2019
Twee onder een kapwoning - bouwnr. 80 (Bouwnr. 80),,,Hazerswoude,2391 ET,,437500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750999-twee-onder-een-kapwoning-bouwnr-80-bouwnr-80/,2019
Twee onder een kapwoning - bouwnr. 82 (Bouwnr. 82),,,Hazerswoude,2391 ET,,442500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750991-twee-onder-een-kapwoning-bouwnr-82-bouwnr-82/,2019
Seringenstraat 80,,,Alphen-aan-den-Rijn,2404 ES,,150000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40855537-seringenstraat-80/,1963
Walenburg 22,,,Alphen-aan-den-Rijn,2402 KA,,190000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40870178-walenburg-22/,1979
Hof van Spreij 31,,,Zwammerdam,2471 BB,,500000,house,5,,,https://www.funda.nl/koop/zwammerdam/huis-40681160-hof-van-spreij-31/,2004
Witte de Withstraat 76,,,Alphen-aan-den-Rijn,2405 VD,,155000,apartment,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86234319-witte-de-withstraat-76/,1955
Evenaar 133,,,Alphen-aan-den-Rijn,2408 DA,,275000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40866815-evenaar-133/,1992
Boeg- Bakboord (Bouwnr. 26),,,Alphen-aan-den-Rijn,2404 AA,,523000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40612137-boeg-bakboord-bouwnr-26/,2019
Boeg-Bakboord (Bouwnr. 2),,,Alphen-aan-den-Rijn,2404 AA,,399000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40612133-boeg-bakboord-bouwnr-2/,2019
Boeg- Bakboord (Bouwnr. 8),,,Alphen-aan-den-Rijn,2404 AA,,490000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40612134-boeg-bakboord-bouwnr-8/,2019
